Date,Disease,Frequency,Average Age,StdDev Age,Subdistrict
2018-02-26,I25.1,1,64.0,0.0,4
2018-02-27,I25.1,1,50.0,0.0,5
2018-02-28,I25.1,1,39.0,0.0,4
2018-03-01,I25.1,2,61.5,9.5,4
2018-03-04,I25.1,1,57.0,0.0,4
2018-03-05,I25.1,1,54.0,0.0,4
2018-03-07,I25.1,2,62.5,2.5,2
2018-03-11,I25.1,1,72.0,0.0,3
2018-03-12,I25.1,3,51.333333333333336,8.65383665716478,3
2018-03-13,I25.1,2,55.5,5.5,2
2018-03-14,I25.1,2,69.0,7.0,4
2018-03-19,I25.1,3,63.666666666666664,2.0548046676563256,4
2018-03-20,I25.1,1,45.0,0.0,5
2018-03-21,I25.1,1,56.0,0.0,4
2018-03-22,I25.1,1,60.0,0.0,2
2018-03-24,I25.1,1,63.0,0.0,3
2018-03-29,I25.1,1,71.0,0.0,7
2018-04-02,I25.1,2,52.5,2.5,4
2018-04-03,I25.1,1,73.0,0.0,3
2018-04-04,I25.1,3,52.0,13.490737563232042,5
2018-04-05,I25.1,2,53.5,3.5,4
2018-04-09,I25.1,1,48.0,0.0,7
2018-04-11,I25.1,3,58.666666666666664,6.847546194724712,4
2018-04-12,I25.1,2,54.5,5.5,3
2018-04-13,I25.1,3,57.0,2.160246899469287,4
2018-04-14,I25.1,3,60.0,2.160246899469287,3
2018-04-17,I25.1,1,51.0,0.0,3
2018-04-19,I25.1,3,63.0,2.8284271247461903,2
2018-04-23,I25.1,1,49.0,0.0,5
2018-04-24,I25.1,2,47.5,6.5,4
2018-04-26,I25.1,1,44.0,0.0,3
2018-04-27,I25.1,2,51.0,0.0,1
2018-04-28,I25.1,1,60.0,0.0,5
2018-04-30,I25.1,1,58.0,0.0,2
2018-05-01,I25.1,1,55.0,0.0,4
2018-05-02,I25.1,4,61.75,5.973901572674261,4
2018-05-08,I25.1,1,58.0,0.0,2
2018-05-14,I25.1,2,59.5,6.5,2
2018-05-16,I25.1,2,48.5,4.5,4
2018-05-19,I25.1,1,61.0,0.0,4
2018-05-20,I25.1,1,63.0,0.0,4
2018-05-22,I25.1,2,52.5,8.5,4
2018-05-23,I25.1,1,63.0,0.0,5
2018-05-24,I25.1,2,59.0,2.0,3
2018-05-25,I25.1,1,45.0,0.0,7
2018-05-30,I25.1,2,62.5,6.5,3
2018-05-31,I25.1,1,58.0,0.0,4
2018-06-01,I25.1,4,57.25,5.261891294962297,3
2018-06-02,I25.1,3,58.333333333333336,8.498365855987975,4
2018-06-04,I25.1,2,46.0,4.0,5
2018-06-05,I25.1,2,60.5,3.5,3
2018-06-06,I25.1,1,46.0,0.0,2
2018-06-07,I25.1,1,63.0,0.0,4
2018-06-08,I25.1,1,71.0,0.0,5
2018-06-11,I25.1,2,58.0,3.0,5
2018-06-21,I25.1,2,56.5,3.5,4
2018-06-23,I25.1,1,58.0,0.0,3
2018-06-24,I25.1,1,80.0,0.0,4
2018-06-25,I25.1,2,59.0,1.0,4
2018-06-27,I25.1,1,46.0,0.0,2
2018-06-28,I25.1,2,58.0,8.0,4
2018-06-29,I25.1,1,47.0,0.0,7
2018-07-01,I25.1,1,61.0,0.0,4
2018-07-03,I25.1,1,69.0,0.0,7
2018-07-04,I25.1,3,60.0,6.377042156569663,4
2018-07-09,I25.1,2,63.5,2.5,5
2018-07-10,I25.1,1,62.0,0.0,3
2018-07-11,I25.1,3,52.333333333333336,8.806563209081938,4
2018-07-12,I25.1,1,47.0,0.0,3
2018-07-13,I25.1,1,61.0,0.0,4
2018-07-16,I25.1,1,60.0,0.0,5
2018-07-17,I25.1,1,58.0,0.0,7
2018-07-20,I25.1,3,63.666666666666664,4.027681991198191,2
2018-07-21,I25.1,1,67.0,0.0,3
2018-07-23,I25.1,1,62.0,0.0,2
2018-07-24,I25.1,2,52.0,16.0,4
2018-07-26,I25.1,1,50.0,0.0,7
2018-07-27,I25.1,2,48.5,12.5,5
2018-07-28,I25.1,1,35.0,0.0,7
2018-07-31,I25.1,1,61.0,0.0,4
2018-08-01,I25.1,1,54.0,0.0,4
2018-08-06,I25.1,2,61.0,11.0,3
2018-08-08,I25.1,3,65.33333333333333,2.0548046676563256,4
2018-08-11,I25.1,1,58.0,0.0,4
2018-08-12,I25.1,1,55.0,0.0,5
2018-08-13,I25.1,1,56.0,0.0,3
2018-08-14,I25.1,2,43.5,10.5,5
2018-08-15,I25.1,3,55.333333333333336,1.247219128924647,4
2018-08-21,I25.1,2,67.0,3.0,5
2018-08-25,I25.1,1,66.0,0.0,4
2018-08-29,I25.1,3,53.333333333333336,6.944222218666553,4
2018-09-01,I25.1,1,60.0,0.0,4
2018-09-03,I25.1,1,56.0,0.0,5
2018-09-04,I25.1,2,62.0,14.0,4
2018-09-06,I25.1,2,65.5,0.5,2
2018-09-07,I25.1,3,56.666666666666664,5.436502143433364,4
2018-09-10,I25.1,4,53.25,13.329947486768281,4
2018-09-11,I25.1,3,43.0,5.715476066494082,4
2018-09-12,I25.1,1,64.0,0.0,7
2018-09-15,I25.1,2,58.5,2.5,4
2018-09-17,I25.1,1,59.0,0.0,7
2018-09-18,I25.1,2,38.5,1.5,5
2018-09-19,I25.1,1,68.0,0.0,7
2018-09-20,I25.1,5,58.2,7.833262411026455,4
2018-09-24,I25.1,3,59.333333333333336,7.408703590297623,4
2018-09-25,I25.1,2,54.5,5.5,5
2018-09-26,I25.1,1,56.0,0.0,3
2018-09-27,I25.1,3,44.0,6.683312551921141,3
2018-09-28,I25.1,5,60.2,5.706137047074843,4
2018-09-29,I25.1,2,62.0,7.0,3
2018-09-30,I25.1,1,36.0,0.0,4
2018-10-01,I25.1,3,53.666666666666664,3.39934634239519,4
2018-10-02,I25.1,1,68.0,0.0,3
2018-10-03,I25.1,1,39.0,0.0,7
2018-10-04,I25.1,1,46.0,0.0,7
2018-10-06,I25.1,1,50.0,0.0,7
2018-10-08,I25.1,2,56.5,2.5,4
2018-10-09,I25.1,1,77.0,0.0,5
2018-10-10,I25.1,1,64.0,0.0,5
2018-10-11,I25.1,1,65.0,0.0,5
2018-10-12,I25.1,4,64.25,3.960744879438715,2
2018-10-13,I25.1,1,87.0,0.0,7
2018-10-17,I25.1,1,49.0,0.0,7
2018-10-22,I25.1,2,71.5,0.5,3
2018-10-23,I25.1,4,53.25,11.497282287566918,3
2018-10-24,I25.1,4,51.75,10.779030568655049,2
2018-10-25,I25.1,2,62.0,3.0,5
2018-10-26,I25.1,2,62.5,12.5,5
2018-10-27,I25.1,1,64.0,0.0,5
2018-10-28,I25.1,1,53.0,0.0,7
2018-10-29,I25.1,1,60.0,0.0,3
2018-10-30,I25.1,2,55.0,6.0,1
2018-10-31,I25.1,5,48.2,11.196428001822724,3
2018-11-02,I25.1,2,52.5,14.5,4
2018-11-03,I25.1,1,41.0,0.0,7
2018-11-04,I25.1,1,62.0,0.0,5
2018-11-05,I25.1,2,59.0,9.0,3
2018-11-06,I25.1,1,45.0,0.0,5
2018-11-07,I25.1,1,41.0,0.0,7
2018-11-08,I25.1,1,58.0,0.0,2
2018-11-09,I25.1,1,53.0,0.0,7
2018-11-10,I25.1,2,50.0,7.0,4
2018-11-11,I25.1,2,47.0,5.0,3
2018-11-12,I25.1,2,68.0,7.0,7
2018-11-13,I25.1,1,76.0,0.0,5
2018-11-14,I25.1,2,61.0,3.0,4
2018-11-15,I25.1,2,49.0,0.0,1
2018-11-18,I25.1,1,45.0,0.0,3
2018-11-19,I25.1,1,73.0,0.0,3
2018-11-21,I25.1,1,70.0,0.0,3
2018-11-22,I25.1,2,55.5,2.5,2
2018-11-25,I25.1,1,60.0,0.0,5
2018-11-28,I25.1,1,63.0,0.0,5
2018-11-29,I25.1,2,58.0,9.0,3
2018-11-30,I25.1,4,54.75,2.5860201081971503,2
2018-12-01,I25.1,3,61.666666666666664,6.182412330330469,4
2018-12-02,I25.1,2,62.0,12.0,4
2018-12-03,I25.1,2,68.0,3.0,2
2018-12-04,I25.1,1,88.0,0.0,7
2018-12-06,I25.1,1,55.0,0.0,3
2018-12-07,I25.1,1,43.0,0.0,2
2018-12-08,I25.1,1,54.0,0.0,1
2018-12-10,I25.1,2,74.5,13.5,5
2018-12-11,I25.1,1,50.0,0.0,4
2018-12-12,I25.1,2,45.0,18.0,4
2018-12-13,I25.1,3,69.0,4.96655480858378,4
2018-12-14,I25.1,2,59.5,0.5,4
2018-12-16,I25.1,1,54.0,0.0,2
2018-12-17,I25.1,2,62.0,9.0,2
2018-12-18,I25.1,1,56.0,0.0,2
2018-12-19,I25.1,2,49.5,1.5,4
2018-12-20,I25.1,1,54.0,0.0,4
2018-12-26,I25.1,3,48.666666666666664,12.81492185782739,4
2018-12-27,I25.1,2,53.5,13.5,4
2019-01-01,I25.1,1,60.0,0.0,4
2019-01-02,I25.1,1,39.0,0.0,4
2019-01-03,I25.1,1,79.0,0.0,1
2019-01-04,I25.1,4,62.25,4.968651728587948,4
2019-01-05,I25.1,2,52.0,4.0,7
2019-01-06,I25.1,1,64.0,0.0,7
2019-01-07,I25.1,1,56.0,0.0,5
2019-01-08,I25.1,4,59.25,5.0682837331783235,5
2019-01-09,I25.1,3,51.666666666666664,5.436502143433364,4
2019-01-10,I25.1,1,65.0,0.0,3
2019-01-11,I25.1,7,54.285714285714285,10.277774713488542,2
2019-01-14,I25.1,3,54.333333333333336,7.760297817881877,2
2019-01-15,I25.1,2,56.0,5.0,5
2019-01-16,I25.1,2,49.0,7.0,5
2019-01-17,I25.1,1,56.0,0.0,4
2019-01-18,I25.1,3,51.333333333333336,5.792715732327589,4
2019-01-21,I25.1,2,59.0,2.0,5
2019-01-23,I25.1,1,71.0,0.0,5
2019-01-31,I25.1,1,20.0,0.0,2
2019-02-01,I25.1,1,46.0,0.0,5
2019-02-02,I25.1,2,41.0,28.0,4
2019-02-04,I25.1,5,61.0,6.54217089351845,3
2019-02-06,I25.1,5,55.0,5.253570214625479,4
2019-02-07,I25.1,2,69.0,3.0,3
2019-02-08,I25.1,3,58.333333333333336,10.143416036468626,4
2019-02-09,I25.1,2,66.5,8.5,5
2019-02-11,I25.1,3,56.333333333333336,10.780641085864152,7
2019-02-13,I25.1,4,54.0,4.69041575982343,3
2019-02-14,I25.1,2,53.0,3.0,4
2019-02-15,I25.1,1,71.0,0.0,3
2019-02-16,I25.1,1,48.0,0.0,7
2019-02-19,I25.1,1,64.0,0.0,5
2019-02-20,I25.1,4,53.75,5.673402858955108,4
2019-02-21,I25.1,3,47.0,8.48528137423857,4
2019-02-22,I25.1,1,89.0,0.0,5
2019-02-24,I25.1,1,67.0,0.0,5
2019-02-25,I25.1,4,62.5,10.35615758860399,4
2019-02-26,I25.1,6,57.166666666666664,13.334374959313076,3
2019-02-27,I25.1,3,55.333333333333336,6.649979114420002,5
2019-02-28,I25.1,2,59.0,1.0,5
2019-03-01,I25.1,5,56.8,11.443775600735973,4
2019-03-02,I25.1,3,57.333333333333336,17.13346303452853,5
2019-03-03,I25.1,1,74.0,0.0,4
2019-03-05,I25.1,3,56.333333333333336,6.236095644623236,4
2019-03-06,I25.1,2,51.0,3.0,4
2019-03-08,I25.1,2,69.0,1.0,3
2019-03-10,I25.1,1,66.0,0.0,4
2019-03-11,I25.1,3,45.333333333333336,12.762793146051099,4
2019-03-13,I25.1,2,54.0,1.0,5
2019-03-14,I25.1,1,60.0,0.0,2
2019-03-15,I25.1,1,70.0,0.0,5
2019-03-17,I25.1,1,65.0,0.0,5
2019-03-18,I25.1,3,55.333333333333336,8.379870059984356,4
2019-03-19,I25.1,4,50.75,7.258615570478987,5
2019-03-20,I25.1,1,45.0,0.0,7
2019-03-21,I25.1,3,50.0,4.08248290463863,7
2019-03-22,I25.1,2,39.5,3.5,4
2019-03-23,I25.1,1,77.0,0.0,5
2019-03-24,I25.1,2,68.5,4.5,5
2019-03-25,I25.1,3,56.0,10.801234497346433,2
2019-03-26,I25.1,4,56.25,5.356071321407137,4
2019-03-27,I25.1,5,57.6,6.216108107168021,4
2019-03-28,I25.1,3,55.666666666666664,7.717224601860151,3
2019-03-29,I25.1,4,51.25,9.807522622966516,4
2019-03-31,I25.1,1,49.0,0.0,7
2019-04-01,I25.1,4,53.25,11.691342951089922,2
2019-04-02,I25.1,4,56.0,5.0,4
2019-04-03,I25.1,1,71.0,0.0,1
2019-04-04,I25.1,2,62.5,8.5,4
2019-04-05,I25.1,2,67.5,1.5,5
2019-04-06,I25.1,2,64.0,2.0,4
2019-04-07,I25.1,2,50.5,3.5,3
2019-04-08,I25.1,1,65.0,0.0,5
2019-04-10,I25.1,5,61.0,12.696456198483101,4
2019-04-11,I25.1,3,66.0,6.377042156569663,4
2019-04-12,I25.1,3,61.666666666666664,5.557777333511022,4
2019-04-16,I25.1,1,56.0,0.0,4
2019-04-22,I25.1,1,67.0,0.0,5
2019-04-23,I25.1,3,56.666666666666664,7.717224601860151,4
2019-04-24,I25.1,4,58.0,14.439529078193651,5
2019-04-25,I25.1,2,65.0,1.0,3
2019-04-29,I25.1,2,53.0,8.0,2
2019-04-30,I25.1,2,52.5,5.5,5
2019-05-01,I25.1,1,65.0,0.0,4
2019-05-02,I25.1,4,46.75,11.60549438843516,4
2019-05-03,I25.1,4,60.0,5.477225575051661,4
2019-05-04,I25.1,3,56.666666666666664,13.767917618708923,4
2019-05-05,I25.1,2,52.0,2.0,4
2019-05-06,I25.1,4,65.5,3.5,4
2019-05-07,I25.1,2,57.0,6.0,4
2019-05-08,I25.1,2,62.0,3.0,5
2019-05-10,I25.1,2,51.0,1.0,4
2019-05-12,I25.1,1,70.0,0.0,7
2019-05-14,I25.1,2,68.0,3.0,3
2019-05-15,I25.1,2,42.5,3.5,4
2019-05-16,I25.1,2,52.5,9.5,5
2019-05-19,I25.1,2,54.0,7.0,4
2019-05-21,I25.1,2,50.5,17.5,5
2019-05-22,I25.1,2,59.5,4.5,5
2019-05-23,I25.1,2,44.0,10.0,4
2019-05-24,I25.1,1,42.0,0.0,7
2019-05-26,I25.1,1,40.0,0.0,3
2019-05-27,I25.1,4,65.5,11.412712210513327,5
2019-05-28,I25.1,6,60.5,7.544313531837517,4
2019-05-29,I25.1,1,57.0,0.0,2
2019-06-08,I25.1,1,69.0,0.0,5
2019-06-11,I25.1,4,59.5,6.5,3
2019-06-12,I25.1,3,61.666666666666664,9.533566430716727,4
2019-06-13,I25.1,4,53.5,6.726812023536855,4
2019-06-14,I25.1,1,63.0,0.0,4
2019-06-15,I25.1,3,69.33333333333333,5.2493385826745405,4
2019-06-16,I25.1,1,54.0,0.0,2
2019-06-17,I25.1,3,58.666666666666664,2.6246692913372702,4
2019-06-19,I25.1,2,56.5,2.5,3
2019-06-20,I25.1,1,68.0,0.0,3
2019-06-21,I25.1,5,58.2,8.423775875461075,4
2019-06-23,I25.1,2,67.0,2.0,5
2019-06-24,I25.1,1,46.0,0.0,5
2019-06-25,I25.1,5,56.2,4.445222154178574,4
2019-06-26,I25.1,4,60.25,7.189401922274203,4
2019-07-02,I25.1,1,70.0,0.0,4
2019-07-04,I25.1,2,51.0,2.0,4
2019-07-07,I25.1,1,55.0,0.0,7
2019-07-08,I25.1,1,43.0,0.0,7
2019-07-09,I25.1,1,62.0,0.0,5
2019-07-10,I25.1,1,55.0,0.0,7
2019-07-11,I25.1,4,56.0,9.924716620639604,4
2019-07-12,I25.1,1,60.0,0.0,2
2019-07-15,I25.1,5,52.8,1.16619037896906,4
2019-07-16,I25.1,2,73.5,6.5,4
2019-07-17,I25.1,4,60.5,9.526279441628825,4
2019-07-19,I25.1,1,57.0,0.0,5
2019-07-20,I25.1,1,64.0,0.0,4
2019-07-21,I25.1,1,67.0,0.0,5
2019-07-22,I25.1,3,57.0,11.343133018115703,4
2019-07-23,I25.1,2,64.0,5.0,4
2019-07-24,I25.1,4,61.0,12.884098726725126,4
2019-07-25,I25.1,4,56.0,16.263455967290593,4
2019-07-26,I25.1,2,51.5,18.5,3
2019-07-29,I25.1,6,62.166666666666664,7.243771270700244,4
2019-07-30,I25.1,3,61.0,2.160246899469287,4
2019-07-31,I25.1,3,58.666666666666664,4.109609335312651,4
2019-08-01,I25.1,4,55.75,7.495832175282475,4
2019-08-02,I25.1,1,62.0,0.0,5
2019-08-04,I25.1,1,63.0,0.0,5
2019-08-05,I25.1,3,53.666666666666664,11.785113019775793,3
2019-08-06,I25.1,1,40.0,0.0,7
2019-08-08,I25.1,2,50.0,5.0,3
2019-08-09,I25.1,2,52.5,25.5,4
2019-08-11,I25.1,1,59.0,0.0,1
2019-08-12,I25.1,2,62.0,6.0,2
2019-08-13,I25.1,1,52.0,0.0,5
2019-08-14,I25.1,2,62.0,7.0,3
2019-08-15,I25.1,2,38.5,2.5,5
2019-08-18,I25.1,1,68.0,0.0,5
2019-08-19,I25.1,6,57.0,13.552367566837415,4
2019-08-20,I25.1,3,51.666666666666664,7.93025150224688,4
2019-08-21,I25.1,2,54.5,14.5,3
2019-08-22,I25.1,3,60.666666666666664,3.6817870057290873,4
2019-08-23,I25.1,2,43.0,7.0,4
2019-08-26,I25.1,3,58.333333333333336,3.8586123009300755,4
2019-08-27,I25.1,4,51.5,8.04673846971554,3
2019-08-28,I25.1,2,64.5,12.5,4
2019-08-31,I25.1,1,78.0,0.0,7
2019-09-02,I25.1,2,52.5,4.5,3
2019-09-03,I25.1,1,55.0,0.0,7
2019-09-04,I25.1,2,56.0,9.0,3
2019-09-05,I25.1,3,55.0,10.23067283548187,4
2019-09-06,I25.1,2,43.5,0.5,3
2019-09-07,I25.1,2,67.0,1.0,3
2019-09-08,I25.1,2,50.5,0.5,7
2019-09-09,I25.1,3,67.0,16.753109164172084,3
2019-09-10,I25.1,1,60.0,0.0,7
2019-09-11,I25.1,1,81.0,0.0,7
2019-09-12,I25.1,5,58.0,9.979979959899719,4
2019-09-13,I25.1,1,73.0,0.0,3
2019-09-15,I25.1,1,71.0,0.0,5
2019-09-16,I25.1,2,51.5,3.5,2
2019-09-17,I25.1,3,56.666666666666664,8.576453553512405,4
2019-09-18,I25.1,1,75.0,0.0,7
2019-09-19,I25.1,1,68.0,0.0,5
2019-09-20,I25.1,1,55.0,0.0,5
2019-09-22,I25.1,1,49.0,0.0,7
2019-09-23,I25.1,1,49.0,0.0,4
2019-09-24,I25.1,1,61.0,0.0,4
2019-09-25,I25.1,2,42.0,11.0,7
2019-09-26,I25.1,1,66.0,0.0,4
2019-10-02,I25.1,2,35.0,0.0,7
2019-10-03,I25.1,1,58.0,0.0,7
2019-10-04,I25.1,2,44.0,5.0,7
2019-10-07,I25.1,2,61.5,5.5,3
2019-10-08,I25.1,3,57.666666666666664,4.784233364802441,4
2019-10-09,I25.1,6,57.5,14.326548781894402,2
2019-10-10,I25.1,4,53.75,12.007809958522827,4
2019-10-15,I25.1,3,42.0,21.400934559032695,4
2019-10-16,I25.1,2,58.0,6.0,5
2019-10-18,I25.1,3,55.666666666666664,4.4969125210773475,2
2019-10-19,I25.1,1,60.0,0.0,4
2019-10-20,I25.1,1,74.0,0.0,3
2019-10-21,I25.1,6,57.5,5.377421934967226,4
2019-10-22,I25.1,3,59.0,6.48074069840786,5
2019-10-23,I25.1,3,51.333333333333336,9.463379711052259,4
2019-10-27,I25.1,2,53.5,8.5,4
2019-10-30,I25.1,1,71.0,0.0,5
2019-10-31,I25.1,1,67.0,0.0,3
2019-11-03,I25.1,1,68.0,0.0,4
2019-11-04,I25.1,3,52.333333333333336,4.189935029992179,5
2019-11-05,I25.1,4,56.75,7.949056547792323,3
2019-11-07,I25.1,2,57.5,6.5,4
2019-11-08,I25.1,2,60.0,1.0,2
2019-11-10,I25.1,4,54.75,11.54068888758379,4
2019-11-11,I25.1,2,68.0,5.0,4
2019-11-12,I25.1,4,63.75,7.224091638399945,4
2019-11-13,I25.1,1,45.0,0.0,7
2019-11-16,I25.1,1,69.0,0.0,4
2019-11-17,I25.1,1,51.0,0.0,3
2019-11-18,I25.1,1,65.0,0.0,7
2019-11-20,I25.1,1,56.0,0.0,5
2019-11-21,I25.1,3,51.0,1.4142135623730951,2
2019-11-22,I25.1,3,61.666666666666664,2.0548046676563256,1
2019-11-24,I25.1,1,53.0,0.0,7
2019-11-25,I25.1,4,53.0,12.90348790056394,5
2019-11-26,I25.1,3,59.666666666666664,4.988876515698588,3
2019-11-27,I25.1,4,56.0,8.860022573334675,4
2019-11-28,I25.1,2,56.5,10.5,4
2019-12-01,I25.1,2,49.5,9.5,5
2019-12-02,I25.1,2,55.5,5.5,4
2019-12-03,I25.1,3,50.0,3.559026084010437,2
2019-12-04,I25.1,2,57.0,7.0,3
2019-12-05,I25.1,1,67.0,0.0,3
2019-12-06,I25.1,1,63.0,0.0,5
2019-12-08,I25.1,2,56.5,8.5,5
2019-12-09,I25.1,3,59.333333333333336,9.428090415820632,2
2019-12-10,I25.1,4,60.0,5.830951894845301,2
2019-12-11,I25.1,2,67.0,4.0,5
2019-12-12,I25.1,1,54.0,0.0,2
2019-12-13,I25.1,6,57.833333333333336,6.229410530343586,2
2019-12-15,I25.1,1,62.0,0.0,2
2019-12-16,I25.1,1,45.0,0.0,4
2019-12-17,I25.1,3,57.666666666666664,5.792715732327589,3
2019-12-18,I25.1,3,46.666666666666664,1.247219128924647,5
2019-12-19,I25.1,3,53.666666666666664,13.960261060914616,2
2019-12-20,I25.1,1,64.0,0.0,4
2019-12-22,I25.1,1,62.0,0.0,3
2019-12-26,I25.1,3,56.333333333333336,9.030811456096044,4
2019-12-31,I25.1,3,56.333333333333336,11.55662388223981,4
2020-01-02,I25.1,1,62.0,0.0,2
2020-01-03,I25.1,1,40.0,0.0,7
2020-01-04,I25.1,1,54.0,0.0,5
2020-01-06,I25.1,2,54.5,4.5,3
2020-01-07,I25.1,4,63.5,16.25576820700886,2
2020-01-08,I25.1,1,90.0,0.0,7
2020-01-11,I25.1,1,44.0,0.0,5
2020-01-13,I25.1,3,54.666666666666664,10.338708279513881,4
2020-01-14,I25.1,2,51.0,6.0,5
2020-01-18,I25.1,1,56.0,0.0,1
2020-01-19,I25.1,2,58.0,9.0,2
2020-01-20,I25.1,2,65.5,1.5,3
2020-01-21,I25.1,1,65.0,0.0,4
2020-01-22,I25.1,3,62.0,10.708252269472673,4
2020-01-23,I25.1,3,54.666666666666664,2.0548046676563256,3
2020-01-26,I25.1,1,62.0,0.0,5
2020-01-27,I25.1,3,51.333333333333336,8.65383665716478,4
2020-01-28,I25.1,1,48.0,0.0,7
2020-01-29,I25.1,1,58.0,0.0,3
2020-01-30,I25.1,1,47.0,0.0,7
2020-02-02,I25.1,1,54.0,0.0,7
2020-02-04,I25.1,2,49.5,13.5,2
2020-02-05,I25.1,2,63.0,7.0,4
2020-02-06,I25.1,3,66.66666666666667,4.0276819911981905,4
2020-02-07,I25.1,5,66.8,8.818163074019441,4
2020-02-08,I25.1,1,41.0,0.0,3
2020-02-09,I25.1,1,71.0,0.0,7
2020-02-10,I25.1,1,45.0,0.0,5
2020-02-11,I25.1,3,41.666666666666664,4.189935029992179,2
2020-02-12,I25.1,2,47.5,10.5,5
2020-02-14,I25.1,1,63.0,0.0,2
2020-02-16,I25.1,2,36.5,4.5,7
2020-02-17,I25.1,1,42.0,0.0,4
2020-02-18,I25.1,1,59.0,0.0,5
2020-02-19,I25.1,1,69.0,0.0,7
2020-02-20,I25.1,2,47.0,15.0,5
2020-02-21,I25.1,1,86.0,0.0,4
2020-02-23,I25.1,2,43.0,4.0,5
2020-02-24,I25.1,4,61.5,14.84082207965583,4
2020-02-25,I25.1,2,49.5,2.5,3
2020-02-26,I25.1,2,64.5,12.5,4
2020-02-28,I25.1,2,55.5,0.5,5
2020-02-29,I25.1,1,67.0,0.0,4
2020-03-01,I25.1,1,41.0,0.0,7
2020-03-03,I25.1,3,55.666666666666664,8.9566858950296,5
2020-03-05,I25.1,3,51.0,3.559026084010437,3
2020-03-06,I25.1,3,45.333333333333336,4.784233364802441,4
2020-03-09,I25.1,6,50.333333333333336,15.358674711344362,1
2020-03-10,I25.1,6,55.333333333333336,9.428090415820634,4
2020-03-11,I25.1,4,56.25,7.854139036202504,5
2020-03-12,I25.1,1,56.0,0.0,2
2020-03-13,I25.1,3,74.33333333333333,3.858612300930075,2
2020-03-14,I25.1,1,72.0,0.0,5
2020-03-15,I25.1,1,53.0,0.0,5
2020-03-16,I25.1,6,58.333333333333336,8.93805845186128,4
2020-03-17,I25.1,2,50.0,6.0,2
2020-03-18,I25.1,1,58.0,0.0,1
2020-03-19,I25.1,2,47.5,6.5,7
2020-03-20,I25.1,2,46.0,4.0,5
2020-03-22,I25.1,2,60.0,2.0,2
2020-03-23,I25.1,1,38.0,0.0,5
2020-03-25,I25.1,1,54.0,0.0,5
2020-03-26,I25.1,1,50.0,0.0,4
2020-03-27,I25.1,1,57.0,0.0,5
2020-03-28,I25.1,1,58.0,0.0,2
2020-03-30,I25.1,1,69.0,0.0,7
2020-03-31,I25.1,1,57.0,0.0,7
2020-04-01,I25.1,1,54.0,0.0,5
2020-04-02,I25.1,1,50.0,0.0,2
2020-04-03,I25.1,1,66.0,0.0,2
2020-04-06,I25.1,1,54.0,0.0,5
2020-04-09,I25.1,2,69.0,1.0,4
2020-04-13,I25.1,1,59.0,0.0,2
2020-04-14,I25.1,1,58.0,0.0,7
2020-04-15,I25.1,2,64.0,2.0,2
2020-04-16,I25.1,2,52.5,3.5,2
2020-04-17,I25.1,1,65.0,0.0,3
2020-04-20,I25.1,1,63.0,0.0,5
2020-04-21,I25.1,2,60.5,3.5,2
2020-04-23,I25.1,2,50.0,4.0,4
2020-04-24,I25.1,2,59.0,3.0,2
2020-04-27,I25.1,1,52.0,0.0,7
2020-04-29,I25.1,1,48.0,0.0,5
2020-05-04,I25.1,2,57.0,6.0,3
2020-05-06,I25.1,1,49.0,0.0,5
2020-05-09,I25.1,1,65.0,0.0,4
2020-05-10,I25.1,1,77.0,0.0,4
2020-05-11,I25.1,1,39.0,0.0,5
2020-05-13,I25.1,1,41.0,0.0,7
2020-05-14,I25.1,1,52.0,0.0,4
2020-05-15,I25.1,1,50.0,0.0,7
2020-05-16,I25.1,1,66.0,0.0,4
2020-05-18,I25.1,2,63.5,0.5,3
2020-05-20,I25.1,1,63.0,0.0,2
2020-05-26,I25.1,2,59.0,8.0,4
2020-05-27,I25.1,1,70.0,0.0,3
2020-05-28,I25.1,2,46.5,4.5,3
2020-05-30,I25.1,1,76.0,0.0,5
2020-06-01,I25.1,1,70.0,0.0,3
2020-06-02,I25.1,1,73.0,0.0,3
2020-06-03,I25.1,1,62.0,0.0,3
2020-06-05,I25.1,1,52.0,0.0,7
2020-06-07,I25.1,1,63.0,0.0,2
2020-06-09,I25.1,2,68.5,6.5,3
2020-06-10,I25.1,2,53.0,1.0,7
2020-06-11,I25.1,2,57.0,3.0,4
2020-06-14,I25.1,3,67.33333333333333,4.496912521077347,4
2020-06-15,I25.1,2,53.5,13.5,3
2020-06-16,I25.1,2,63.5,1.5,2
2020-06-17,I25.1,2,64.0,2.0,3
2020-06-22,I25.1,3,59.666666666666664,5.90668171555645,2
2020-06-23,I25.1,2,68.5,1.5,4
2020-06-24,I25.1,1,54.0,0.0,7
2020-06-28,I25.1,1,44.0,0.0,4
2020-06-30,I25.1,3,58.333333333333336,20.038851153585515,3
2020-07-01,I25.1,1,70.0,0.0,3
2020-07-03,I25.1,1,67.0,0.0,5
2020-07-06,I25.1,1,38.0,0.0,5
2020-07-07,I25.1,2,51.5,12.5,4
2020-07-08,I25.1,1,50.0,0.0,5
2020-07-09,I25.1,2,48.0,4.0,2
2020-07-12,I25.1,2,50.5,1.5,4
2020-07-13,I25.1,3,61.0,9.899494936611665,2
2020-07-14,I25.1,1,56.0,0.0,1
2020-07-15,I25.1,1,59.0,0.0,4
2020-07-21,I25.1,1,40.0,0.0,7
